"OCCP_H","OCCP_W","Husband_Occ","Wife_Occ","PctMen","pct_couples"
6355,5400,"electricians","receptionists and information clerks",0.00917124658078614,0.0161211529066927
6260,5400,"construction laborers","receptionists and information clerks",0.0136606115106859,0.0205178309721544
220,5400,"construction managers","receptionists and information clerks",0.00354392365795544,0.00977039570102589
7200,5400,"automotive service technicians and mechanics","receptionists and information clerks",0.00996218875273067,0.0156326331216414
8220,5400,"miscellaneous metal and plastic workers","receptionists and information clerks",0.00027258528524644,0.00586223742061553
6200,5400,"construction supervisors","receptionists and information clerks",0.00793287445984017,0.013190034196385
8140,5400,"welding, soldering, and brazing workers","receptionists and information clerks",0.00667098381885815,0.0117244748412311
8030,5400,"machinists","receptionists and information clerks",0.00590121555863186,0.0107474352711285
2040,5400,"clergy","receptionists and information clerks",0.000607241190913299,0.00537371763556424
310,5400,"food service managers","receptionists and information clerks",0.00168847193085231,0.00635075720566683
6420,5400,"painters and paperhangers","receptionists and information clerks",0.00318865130321595,0.00781631656082071
7210,5400,"bus and truck mechanics and diesel engine specialists","receptionists and information clerks",0.00398637702046725,0.00781631656082071
1530,5400,"miscellaneous engineers","receptionists and information clerks",0.00171815535055802,0.00537371763556424
10,5400,"chief executives and legislators","receptionists and information clerks",0.00273065936291799,0.00635075720566683
7220,5400,"heavy vehicle and mobile equipment service technicians and mechanics","receptionists and information clerks",0.00285943307554741,0.00635075720566683
6440,5400,"pipelayers, plumbers, pipefitters, and steamfitters","receptionists and information clerks",0.0068054719594942,0.0102589154860772
8740,5400,"inspectors, testers, sorters, samplers, and weighers","receptionists and information clerks",0.00505450651645619,0.00830483634587201
140,5400,"industrial production managers","receptionists and information clerks",0.00219357873725565,0.00537371763556424
